dataset,pair,virus,reference,n_differing_drivers,driver_positions_mature,distinct_blocks,n_replicate_rows,class
H3N2,A/Kumamoto/102/2002 vs A/Fujian/445/2003,A/Kumamoto/102/2002,A/Fujian/445/2003,1,193,1,2,clean-single-driver
H3N2,A/Kumamoto/102/2002 vs A/Taiwan/1529/2003,A/Kumamoto/102/2002,A/Taiwan/1529/2003,1,193,1,1,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Netherlands/241/1982,A/Leningrad/360/1986,A/Netherlands/241/1982,1,11,1,1,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Netherlands/450/1988,A/Leningrad/360/1986,A/Netherlands/450/1988,1,189,1,1,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Philippines/2/1982,A/Leningrad/360/1986,A/Philippines/2/1982,1,11,1,2,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Shanghai/11/1987,A/Leningrad/360/1986,A/Shanghai/11/1987,1,189,1,1,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Sichuan/2/1987,A/Leningrad/360/1986,A/Sichuan/2/1987,1,189,1,1,clean-single-driver
H3N2,A/Leningrad/360/1986 vs A/Victoria/7/1987,A/Leningrad/360/1986,A/Victoria/7/1987,1,189,1,1,clean-single-driver
H3N2,A/Louisiana/4/2003 vs A/Fujian/445/2003,A/Louisiana/4/2003,A/Fujian/445/2003,1,193,1,2,clean-single-driver
H3N2,A/Louisiana/4/2003 vs A/Taiwan/1529/2003,A/Louisiana/4/2003,A/Taiwan/1529/2003,1,193,1,2,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Fujian/411/2002,A/Lyon/108/2005,A/Fujian/411/2002,1,189,1,1,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/NewYork/55/2004,A/Lyon/108/2005,A/NewYork/55/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Philippines/825/2003,A/Lyon/108/2005,A/Philippines/825/2003,1,189,1,1,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Singapore/36/2004,A/Lyon/108/2005,A/Singapore/36/2004,1,157,1,1,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Wellington/1/2004,A/Lyon/108/2005,A/Wellington/1/2004,1,193,1,2,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Wisconsin/19/2004,A/Lyon/108/2005,A/Wisconsin/19/2004,1,278,1,2,clean-single-driver
H3N2,A/Lyon/108/2005 vs A/Wyoming/3/2003,A/Lyon/108/2005,A/Wyoming/3/2003,1,189,1,3,clean-single-driver
H3N2,A/Lyon/1149/1991 vs A/Victoria/2/1990,A/Lyon/1149/1991,A/Victoria/2/1990,1,158,1,1,clean-single-driver
H3N2,A/Lyon/1182/1991 vs A/Victoria/2/1990,A/Lyon/1182/1991,A/Victoria/2/1990,1,158,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Brisbane/9/2006,A/Lyon/1292/2006,A/Brisbane/9/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Canada/1212/2006,A/Lyon/1292/2006,A/Canada/1212/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Hiroshima/33/2006,A/Lyon/1292/2006,A/Hiroshima/33/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Honduras/93/2005,A/Lyon/1292/2006,A/Honduras/93/2005,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Malaysia/753/2005,A/Lyon/1292/2006,A/Malaysia/753/2005,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Santiago/7981/2006,A/Lyon/1292/2006,A/Santiago/7981/2006,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Sendai/F131/2006,A/Lyon/1292/2006,A/Sendai/F131/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Victoria/503/2006,A/Lyon/1292/2006,A/Victoria/503/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Victoria/512/2005,A/Lyon/1292/2006,A/Victoria/512/2005,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1292/2006 vs A/Wisconsin/67/2005,A/Lyon/1292/2006,A/Wisconsin/67/2005,1,157,1,3,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Brisbane/9/2006,A/Lyon/1313/2006,A/Brisbane/9/2006,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Canada/1212/2006,A/Lyon/1313/2006,A/Canada/1212/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Hiroshima/33/2006,A/Lyon/1313/2006,A/Hiroshima/33/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Honduras/93/2005,A/Lyon/1313/2006,A/Honduras/93/2005,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/HongKong/2831/2005,A/Lyon/1313/2006,A/HongKong/2831/2005,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Malaysia/753/2005,A/Lyon/1313/2006,A/Malaysia/753/2005,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Nepal/921-And-063-Pool/2006,A/Lyon/1313/2006,A/Nepal/921-And-063-Pool/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Santiago/7981/2006,A/Lyon/1313/2006,A/Santiago/7981/2006,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Sendai/F131/2006,A/Lyon/1313/2006,A/Sendai/F131/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Victoria/503/2006,A/Lyon/1313/2006,A/Victoria/503/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Victoria/512/2005,A/Lyon/1313/2006,A/Victoria/512/2005,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1313/2006 vs A/Wisconsin/67/2005,A/Lyon/1313/2006,A/Wisconsin/67/2005,1,157,1,3,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Brazil/1742/2005,A/Lyon/1324/2006,A/Brazil/1742/2005,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/California/7/2004,A/Lyon/1324/2006,A/California/7/2004,1,193,1,2,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Kentucky/3/2006,A/Lyon/1324/2006,A/Kentucky/3/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Nepal/921/2006,A/Lyon/1324/2006,A/Nepal/921/2006,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/NewYork/55/2004,A/Lyon/1324/2006,A/NewYork/55/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Ukraine/13/2006,A/Lyon/1324/2006,A/Ukraine/13/2006,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Victoria/523/2004,A/Lyon/1324/2006,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1324/2006 vs A/Wellington/1/2004,A/Lyon/1324/2006,A/Wellington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/Brazil/1742/2005,A/Lyon/1331/2006,A/Brazil/1742/2005,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/California/7/2004,A/Lyon/1331/2006,A/California/7/2004,1,193,1,2,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/Nepal/921/2006,A/Lyon/1331/2006,A/Nepal/921/2006,1,157,1,4,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/NewYork/55/2004,A/Lyon/1331/2006,A/NewYork/55/2004,1,193,1,2,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/Ukraine/13/2006,A/Lyon/1331/2006,A/Ukraine/13/2006,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/Victoria/523/2004,A/Lyon/1331/2006,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1331/2006 vs A/Wellington/1/2004,A/Lyon/1331/2006,A/Wellington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Brazil/1742/2005,A/Lyon/1359/2006,A/Brazil/1742/2005,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/California/7/2004,A/Lyon/1359/2006,A/California/7/2004,1,193,1,2,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Kentucky/3/2006,A/Lyon/1359/2006,A/Kentucky/3/2006,1,157,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Nepal/921/2006,A/Lyon/1359/2006,A/Nepal/921/2006,1,157,1,2,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/NewYork/55/2004,A/Lyon/1359/2006,A/NewYork/55/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Ukraine/13/2006,A/Lyon/1359/2006,A/Ukraine/13/2006,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Victoria/523/2004,A/Lyon/1359/2006,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1359/2006 vs A/Wellington/1/2004,A/Lyon/1359/2006,A/Wellington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/Lyon/1781/1996 vs A/Guangdong/25/1993,A/Lyon/1781/1996,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Lyon/1781/1996 vs A/Nanchang/933/1995,A/Lyon/1781/1996,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Lyon/1781/1996 vs A/Netherlands/18/1994,A/Lyon/1781/1996,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Lyon/1781/1996 vs A/Shandong/9/1993,A/Lyon/1781/1996,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Lyon/2279/1995 vs A/Nanchang/933/1995,A/Lyon/2279/1995,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Lyon/2279/1995 vs A/Netherlands/18/1994,A/Lyon/2279/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Lyon/2279/1995 vs A/Shandong/9/1993,A/Lyon/2279/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Lyon/2380/1981 vs A/Texas/1/1977,A/Lyon/2380/1981,A/Texas/1/1977,1,133,1,1,clean-single-driver
H3N2,A/Lyon/2380/1981 vs A/Wellington/4/1985,A/Lyon/2380/1981,A/Wellington/4/1985,1,11,1,1,clean-single-driver
H3N2,A/Lyon/24222/1991 vs A/Victoria/2/1990,A/Lyon/24222/1991,A/Victoria/2/1990,1,158,1,1,clean-single-driver
H3N2,A/Lyon/636/2006 vs A/Brisbane/3/2005,A/Lyon/636/2006,A/Brisbane/3/2005,1,278,1,1,clean-single-driver
H3N2,A/Lyon/636/2006 vs A/California/7/2004,A/Lyon/636/2006,A/California/7/2004,1,278,1,2,clean-single-driver
H3N2,A/Lyon/636/2006 vs A/Ukraine/13/2006,A/Lyon/636/2006,A/Ukraine/13/2006,1,278,1,1,clean-single-driver
H3N2,A/Lyon/636/2006 vs A/Victoria/523/2004,A/Lyon/636/2006,A/Victoria/523/2004,1,278,1,1,clean-single-driver
H3N2,A/Lyon/672/1993 vs A/Finland/338/1995,A/Lyon/672/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Lyon/672/1993 vs A/Lyon/2279/1995,A/Lyon/672/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Lyon/672/1993 vs A/Netherlands/1/1995,A/Lyon/672/1993,A/Netherlands/1/1995,1,158,1,1,clean-single-driver
H3N2,A/Madrid/G102/1993 vs A/Guangdong/25/1993,A/Madrid/G102/1993,A/Guangdong/25/1993,1,11,1,1,clean-single-driver
H3N2,A/Madrid/G102/1993 vs A/Madrid/G252/1993,A/Madrid/G102/1993,A/Madrid/G252/1993,1,11,1,1,clean-single-driver
H3N2,A/Madrid/G102/1993 vs A/Shandong/9/1993,A/Madrid/G102/1993,A/Shandong/9/1993,1,11,1,1,clean-single-driver
H3N2,A/Madrid/G109/1993 vs A/Finland/338/1995,A/Madrid/G109/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G109/1993 vs A/Lyon/2279/1995,A/Madrid/G109/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G12/1991 vs A/Beijing/353/1989,A/Madrid/G12/1991,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G12/1991 vs A/Netherlands/450/1988,A/Madrid/G12/1991,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G12/1991 vs A/Netherlands/620/1989,A/Madrid/G12/1991,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G12/1991 vs A/Shanghai/11/1987,A/Madrid/G12/1991,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G12/1991 vs A/Sichuan/2/1987,A/Madrid/G12/1991,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G122/1993 vs A/Finland/338/1995,A/Madrid/G122/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G122/1993 vs A/Lyon/2279/1995,A/Madrid/G122/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G252/1993 vs A/Finland/338/1995,A/Madrid/G252/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G252/1993 vs A/Lyon/2279/1995,A/Madrid/G252/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Madrid/G252/1993 vs A/Netherlands/1/1995,A/Madrid/G252/1993,A/Netherlands/1/1995,1,158,1,1,clean-single-driver
H3N2,A/Madrid/G58/1992 vs A/Beijing/353/1989,A/Madrid/G58/1992,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G58/1992 vs A/Netherlands/450/1988,A/Madrid/G58/1992,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G58/1992 vs A/Netherlands/620/1989,A/Madrid/G58/1992,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G58/1992 vs A/Shanghai/11/1987,A/Madrid/G58/1992,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Madrid/G58/1992 vs A/Sichuan/2/1987,A/Madrid/G58/1992,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Auckland/6/2003,A/Malaysia/1/2004,A/Auckland/6/2003,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Fujian/411/2002,A/Malaysia/1/2004,A/Fujian/411/2002,1,189,1,3,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/HongKong/1186/2003,A/Malaysia/1/2004,A/HongKong/1186/2003,1,193,1,3,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/HongKong/1550/2002,A/Malaysia/1/2004,A/HongKong/1550/2002,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/HongKong/2874/2004,A/Malaysia/1/2004,A/HongKong/2874/2004,1,193,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/HongKong/4593/2004,A/Malaysia/1/2004,A/HongKong/4593/2004,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Ishikawa/102/2002,A/Malaysia/1/2004,A/Ishikawa/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Kumamoto/102/2002,A/Malaysia/1/2004,A/Kumamoto/102/2002,1,189,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Macau/578/2005,A/Malaysia/1/2004,A/Macau/578/2005,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Malaysia/753/2005,A/Malaysia/1/2004,A/Malaysia/753/2005,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Moscow/10/1999,A/Malaysia/1/2004,A/Moscow/10/1999,1,189,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/NewHampshire/14/2004,A/Malaysia/1/2004,A/NewHampshire/14/2004,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/NewYork/55/2001,A/Malaysia/1/2004,A/NewYork/55/2001,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/NewYork/55/2004,A/Malaysia/1/2004,A/NewYork/55/2004,1,193,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Oklahoma/8/2004,A/Malaysia/1/2004,A/Oklahoma/8/2004,1,189,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Panama/2007/1999,A/Malaysia/1/2004,A/Panama/2007/1999,1,189,1,4,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Peru/1296/2004,A/Malaysia/1/2004,A/Peru/1296/2004,1,189,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Philippines/472/2002,A/Malaysia/1/2004,A/Philippines/472/2002,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Philippines/825/2003,A/Malaysia/1/2004,A/Philippines/825/2003,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Santiago/6416/2001,A/Malaysia/1/2004,A/Santiago/6416/2001,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Texas/40/2003,A/Malaysia/1/2004,A/Texas/40/2003,1,189,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Victoria/110/2004,A/Malaysia/1/2004,A/Victoria/110/2004,1,189,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Victoria/512/2005,A/Malaysia/1/2004,A/Victoria/512/2005,1,193,1,2,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Victoria/513/2004,A/Malaysia/1/2004,A/Victoria/513/2004,1,193,1,1,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Wellington/1/2004,A/Malaysia/1/2004,A/Wellington/1/2004,1,193,1,5,clean-single-driver
H3N2,A/Malaysia/1/2004 vs A/Wyoming/3/2003,A/Malaysia/1/2004,A/Wyoming/3/2003,1,189,1,11,clean-single-driver
H3N2,A/Memphis/2/1990 vs A/Beijing/353/1989,A/Memphis/2/1990,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Memphis/2/1990 vs A/Netherlands/330/1985,A/Memphis/2/1990,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Memphis/2/1990 vs A/Victoria/2/1990,A/Memphis/2/1990,A/Victoria/2/1990,1,193,1,1,clean-single-driver
H3N2,A/Memphis/2/1990 vs A/Wellington/4/1985,A/Memphis/2/1990,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Memphis/5/1990 vs A/Colorado/2/1986,A/Memphis/5/1990,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Memphis/5/1990 vs A/Netherlands/330/1985,A/Memphis/5/1990,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Memphis/5/1990 vs A/Wellington/4/1985,A/Memphis/5/1990,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Anhui/1238/2005,A/Mississippi/5/2004,A/Anhui/1238/2005,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Anhui/1239/2005,A/Mississippi/5/2004,A/Anhui/1239/2005,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Brisbane/3/2005,A/Mississippi/5/2004,A/Brisbane/3/2005,1,193,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/California/7/2004,A/Mississippi/5/2004,A/California/7/2004,1,193,1,4,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Hiroshima/52/2005,A/Mississippi/5/2004,A/Hiroshima/52/2005,1,193,1,5,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/HongKong/2831/2005,A/Mississippi/5/2004,A/HongKong/2831/2005,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/HongKong/4593/2004,A/Mississippi/5/2004,A/HongKong/4593/2004,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Malaysia/1/2004,A/Mississippi/5/2004,A/Malaysia/1/2004,1,193,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/NewHampshire/14/2004,A/Mississippi/5/2004,A/NewHampshire/14/2004,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/NorthCarolina/13/2005,A/Mississippi/5/2004,A/NorthCarolina/13/2005,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Okinawa/22/2005,A/Mississippi/5/2004,A/Okinawa/22/2005,1,193,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Singapore/37/2004,A/Mississippi/5/2004,A/Singapore/37/2004,1,193,1,3,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Tokyo/1035/2004,A/Mississippi/5/2004,A/Tokyo/1035/2004,1,193,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Victoria/512/2005,A/Mississippi/5/2004,A/Victoria/512/2005,1,193,1,2,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Victoria/523/2004,A/Mississippi/5/2004,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Wellington/1/2004,A/Mississippi/5/2004,A/Wellington/1/2004,1,193,1,3,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Wisconsin/67/2005,A/Mississippi/5/2004,A/Wisconsin/67/2005,1,193,1,5,clean-single-driver
H3N2,A/Mississippi/5/2004 vs A/Wisconsin/68/2005,A/Mississippi/5/2004,A/Wisconsin/68/2005,1,193,1,1,clean-single-driver
H3N2,A/Nanchang/933/1995 vs A/Geneva/AI9509/1995,A/Nanchang/933/1995,A/Geneva/AI9509/1995,1,190,1,1,clean-single-driver
H3N2,A/Nanchang/933/1995 vs A/Netherlands/5/1998,A/Nanchang/933/1995,A/Netherlands/5/1998,1,190,1,1,clean-single-driver
H3N2,A/Nanchang/933/1995 vs A/Singapore/1/1996,A/Nanchang/933/1995,A/Singapore/1/1996,1,190,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Fujian/411/2002,A/Nepal/1646/2004,A/Fujian/411/2002,1,189,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/HongKong/1186/2003,A/Nepal/1646/2004,A/HongKong/1186/2003,1,193,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/HongKong/1550/2002,A/Nepal/1646/2004,A/HongKong/1550/2002,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/HongKong/2874/2004,A/Nepal/1646/2004,A/HongKong/2874/2004,1,193,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Ishikawa/102/2002,A/Nepal/1646/2004,A/Ishikawa/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Kumamoto/102/2002,A/Nepal/1646/2004,A/Kumamoto/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Moscow/10/1999,A/Nepal/1646/2004,A/Moscow/10/1999,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Oklahoma/8/2004,A/Nepal/1646/2004,A/Oklahoma/8/2004,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Panama/2007/1999,A/Nepal/1646/2004,A/Panama/2007/1999,1,189,1,4,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Peru/1296/2004,A/Nepal/1646/2004,A/Peru/1296/2004,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Philippines/825/2003,A/Nepal/1646/2004,A/Philippines/825/2003,1,189,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Santiago/6416/2001,A/Nepal/1646/2004,A/Santiago/6416/2001,1,193,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Singapore/36/2004,A/Nepal/1646/2004,A/Singapore/36/2004,1,157,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Texas/40/2003,A/Nepal/1646/2004,A/Texas/40/2003,1,189,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Victoria/110/2004,A/Nepal/1646/2004,A/Victoria/110/2004,1,189,1,2,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Wellington/1/2004,A/Nepal/1646/2004,A/Wellington/1/2004,1,193,1,4,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Wisconsin/19/2004,A/Nepal/1646/2004,A/Wisconsin/19/2004,1,278,1,1,clean-single-driver
H3N2,A/Nepal/1646/2004 vs A/Wyoming/3/2003,A/Nepal/1646/2004,A/Wyoming/3/2003,1,189,1,8,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Brisbane/4/2007,A/Nepal/921/2006,A/Brisbane/4/2007,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Brisbane/9/2006,A/Nepal/921/2006,A/Brisbane/9/2006,1,157,1,3,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Canada/1212/2006,A/Nepal/921/2006,A/Canada/1212/2006,1,157,1,2,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Hawaii/8/2007,A/Nepal/921/2006,A/Hawaii/8/2007,1,157,1,2,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Henan/147/2007,A/Nepal/921/2006,A/Henan/147/2007,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Hiroshima/33/2006,A/Nepal/921/2006,A/Hiroshima/33/2006,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Honduras/93/2005,A/Nepal/921/2006,A/Honduras/93/2005,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/HongKong/2831/2005,A/Nepal/921/2006,A/HongKong/2831/2005,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Japan/7288/2007,A/Nepal/921/2006,A/Japan/7288/2007,1,157,1,2,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Lyon/1331/2006,A/Nepal/921/2006,A/Lyon/1331/2006,1,157,1,2,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Malaysia/753/2005,A/Nepal/921/2006,A/Malaysia/753/2005,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Nepal/921-And-063-Pool/2006,A/Nepal/921/2006,A/Nepal/921-And-063-Pool/2006,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Nepal/921-Boosted-With-A-Brisbane-9-Pooled/2006,A/Nepal/921/2006,A/Nepal/921-Boosted-With-A-Brisbane-9-Pooled/2006,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Perth/27/2007,A/Nepal/921/2006,A/Perth/27/2007,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Prague/3/2007,A/Nepal/921/2006,A/Prague/3/2007,1,157,1,1,clean-single-driver
